filepath,prediction,label,mad,ssim,dists,l2
nopathgiven,8,8,0.0,1.0,0.0
nopathgiven,5,5,0.0,1.0,0.0
nopathgiven,6,6,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,6,6,0.0,1.0,0.0
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,3,2,0.0,1.0000007152557373,1.051429762810585e-06
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,5,5,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,5,5,0.0,1.0,0.0
nopathgiven,4,6,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,3,4,0.0,1.0000001192092896,8.44318776671571e-07
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,8,8,0.0,1.0,0.0
nopathgiven,4,3,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,8,3,0.0,0.9999998211860657,8.312991894854349e-07
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,5,5,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,2,3,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,6,2,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,6,6,0.0,1.0,0.0
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,3,6,0.0,1.0000001192092896,7.925680733933405e-07
nopathgiven,8,8,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,3,2,0.0,0.9999997615814209,8.480744213557045e-07
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,6,2,0.0,1.0000003576278687,1.0443710607432877e-06
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,2,3,0.0,1.0,9.422849416296231e-07
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,6,6,0.0,1.0,0.0
nopathgiven,9,9,0.0,1.0,0.0
nopathgiven,6,6,0.0,1.0,0.0
nopathgiven,8,8,0.0,1.0,0.0
nopathgiven,9,1,0.0,1.0,8.075420510067488e-07
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,0,0,0.0,1.0,0.0
nopathgiven,5,4,0.0,1.0,6.348234364850214e-07
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,3,5,0.0,0.9999998211860657,7.028746722426149e-07
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,9,9,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,5,5,0.0,1.0,0.0
nopathgiven,5,4,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,1,1,0.0,1.0,0.0
nopathgiven,9,9,0.0,1.0,0.0
nopathgiven,6,6,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,5,2,0.0,1.0,0.0
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,9,9,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,8,8,0.0,1.0,0.0
nopathgiven,5,5,0.0,1.0,0.0
nopathgiven,5,5,0.0,1.0,0.0
nopathgiven,9,9,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,9,9,0.0,1.0,0.0
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,6,6,0.0,1.0,0.0
nopathgiven,5,5,0.0,1.0,0.0
nopathgiven,2,3,0.0,1.0,0.0
nopathgiven,0,0,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,6,6,0.0,1.0,0.0
