filepath,prediction,label,mad,ssim,dists,l2
nopathgiven,0,0,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,3,3,0.0,1.0000001192092896,6.153498475214292e-07
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,8,8,0.0,1.0,0.0
nopathgiven,6,6,0.0,1.0,0.0
nopathgiven,0,0,0.0,1.0,0.0
nopathgiven,4,4,0.0,1.0,0.0
nopathgiven,9,9,0.0,1.0,0.0
nopathgiven,3,3,0.0,1.0,0.0
nopathgiven,5,5,0.0,1.0,0.0
nopathgiven,7,7,0.0,1.0,0.0
nopathgiven,9,9,0.0,1.0,0.0
nopathgiven,2,2,0.0,1.0,0.0
nopathgiven,0,0,0.0,1.0,0.0
